epoch,loss,lr,mean_squared_error,r2score_fn,val_loss,val_mean_squared_error,val_r2score_fn
0,1.4973479509353638,0.001,0.09866634011268616,-2.4848852157592773,0.06928310543298721,0.0577123686671257,-0.2822188138961792
1,0.027598395943641663,0.001,0.020011337473988533,0.025212878361344337,0.05876237526535988,0.052595172077417374,0.21511445939540863
2,0.029839033260941505,0.001,0.019730301573872566,0.3054238259792328,0.03708833083510399,0.03197256475687027,0.382178395986557
3,0.020927991718053818,0.001,0.01656440645456314,0.43412548303604126,0.03688594326376915,0.03367720916867256,0.47741982340812683
4,0.018792858347296715,0.001,0.015486220829188824,0.5088606476783752,0.03759260103106499,0.03465023636817932,0.5363967418670654
5,0.018463701009750366,0.001,0.015351882204413414,0.5571792125701904,0.08307790011167526,0.07988277822732925,0.5706304907798767
6,0.018243825063109398,0.001,0.01517814677208662,0.5811417698860168,0.02619689330458641,0.023287244141101837,0.5964696407318115
7,0.018291590735316277,0.001,0.015294644981622696,0.6089386343955994,0.026627246290445328,0.02366235852241516,0.6203000545501709
8,0.018206024542450905,0.001,0.015220239758491516,0.6299737095832825,0.05956872180104256,0.056736674159765244,0.6364066004753113
9,0.018103182315826416,0.001,0.015186146833002567,0.6419680714607239,0.056756503880023956,0.05370572209358215,0.6473303437232971
10,0.018378229811787605,0.001,0.01537057664245367,0.6518314480781555,0.08351961523294449,0.08014990389347076,0.6546070575714111
11,0.018245182931423187,0.001,0.015247898176312447,0.6569586992263794,0.024121038615703583,0.021125826984643936,0.6626588106155396
12,0.01789557933807373,0.001,0.01504790224134922,0.6677606701850891,0.024581726640462875,0.021800192072987556,0.6726089119911194
13,0.018435966223478317,0.001,0.01538336742669344,0.6767001748085022,0.030402949079871178,0.027557116001844406,0.6805438995361328
14,0.018143370747566223,0.001,0.015330785885453224,0.6839063763618469,0.02701476775109768,0.024289347231388092,0.6873446702957153
15,0.018054749816656113,0.001,0.015264872461557388,0.6904902458190918,0.029398635029792786,0.026688674464821815,0.6933786869049072
16,0.018088625743985176,0.001,0.015300225466489792,0.6960391998291016,0.025120934471488,0.022454213351011276,0.6987534761428833
17,0.01813802868127823,0.001,0.015387232415378094,0.701238214969635,0.08804388344287872,0.08528413623571396,0.7012694478034973
18,0.018529662862420082,0.001,0.015749111771583557,0.7011140584945679,0.08116992563009262,0.0783742368221283,0.701363205909729
19,0.01814950257539749,0.001,0.015476260334253311,0.7016001343727112,0.033248141407966614,0.030477946624159813,0.7034479379653931
20,0.018356861546635628,0.001,0.015652595087885857,0.7050949335098267,0.03561541438102722,0.03311770036816597,0.7066535949707031
21,0.018235426396131516,0.001,0.01554825995117426,0.7081154584884644,0.02203001081943512,0.01949353888630867,0.7099633812904358
22,0.018848473206162453,0.001,0.016178274527192116,0.7114613652229309,0.03463254123926163,0.03190994635224342,0.7126810550689697
23,0.018521538004279137,0.001,0.015920205041766167,0.7137998342514038,0.03173676133155823,0.02917918562889099,0.7150391936302185
24,0.018669014796614647,0.001,0.016032086685299873,0.7161152958869934,0.0313950777053833,0.028867341578006744,0.7172287106513977
25,0.018481053411960602,0.001,0.015884650871157646,0.718297004699707,0.03001416102051735,0.027588127180933952,0.7193636298179626
26,0.01868566684424877,0.001,0.016048703342676163,0.7202966213226318,0.046919092535972595,0.044457342475652695,0.7208786606788635
